ID,Name,PSM,NearestRoad,LandAppraisal,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,GroupDistrict,TotalUnits,BuiltYear,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
408,Aspire Asoke-Ratchada,101636.00,Ratchadaphisek Ram Inthra Road,60000,2.93,2.8,17.14,3.9,2.43,Din Daeng,Din Daeng,Central Bangkok,1025,2020,4,0,1,1,0,0,1,1,0
409,Maestro 03 Ratchada-Rama 9,134544.40,Ratchadaphisek Ram Inthra Road,60000,3.15,2.72,17.16,3.65,2.84,Din Daeng,Din Daeng,Central Bangkok,335,2018,6,1,1,1,0,0,0,0,0
410,Maestro 19 Ratchada 19–Vipha,93129.00,Watcharaphon Road,65000,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,Central Bangkok,560,2019,5,1,1,1,1,0,1,0,0
411,IDEO Ratchada-Sutthisan,109290.33,Sangkhom Songkhro Road,70000,1.13,2.92,14.14,0.42,4.78,Ratchadaphisek,Din Daeng,Central Bangkok,410,2020,4,0,1,1,0,1,1,0,0
412,Centric Ratchada-Suthisan,93663.00,Sangkhom Songkhro Road,70000,1.02,2.68,14.04,0.79,4.69,Ratchadaphisek,Din Daeng,Central Bangkok,270,2013,11,1,1,1,0,0,1,0,0
413,Happy Condo Donmuang The Terminal,83292.00,Song Prapha Road,49000,4.13,2.82,3.05,0.81,4.25,Si Kan,Don Mueang,North Bangkok,1072,2006,18,1,0,1,0,1,1,0,0
414,JW Condo @ Don Mueang,67900.00,Chang Akat Uthit Road,31500,2.57,3.87,1.6,0.84,2.71,Si Kan,Don Mueang,North Bangkok,673,2017,7,0,1,1,0,1,1,0,0
415,Den Vibhavadi,49635.50,Vibhavadi Rangsit Road,216666.6667,1.82,3.27,3.29,1.95,3.98,Sanambin,Don Mueang,North Bangkok,706,2012,12,1,1,0,0,0,1,0,0
416,Supalai Premier Samsen-Ratchawat,113730.00,Ratchawithi Road,225000,4.04,3.49,17.31,4.35,2.66,Thanon Nakhon Chai Si,Dusit,Central Bangkok,248,2023,1,0,1,1,0,0,0,0,0
417,Lumpini Ville Ramkhamhaeng 26,48408.33,Hua Mak Road,85000,2.31,1.69,14.69,1.47,2.14,Hua Mak,Bang Kapi,Eastern Bangkok,998,2009,15,0,1,1,0,0,0,1,0
418,Lumpini Ville Ramkhamhaeng 60/2,59107.00,Hua Mak Road,85000,2.79,1.41,13.55,1.15,1.68,Hua Mak,Bang Kapi,Eastern Bangkok,1212,2014,10,0,1,1,1,0,0,0,0
419,City Home Ratchada,51387.67,Ratchadaphisek Ram Inthra Road,60000,4.69,4.06,15.95,4.63,2.65,Huai Khwang,Huai Khwang,Central Bangkok,1414,2013,11,0,1,1,0,1,1,0,0
420,Chateau In Town Ratchada 10,79592.00,Ratchadaphisek Ram Inthra Road,60000,4.47,3.89,16.08,4.52,4.07,Huai Khwang,Huai Khwang,Central Bangkok,79,2013,11,0,1,0,0,1,1,0,0
421,Belle Grand Rama 9,138422.83,Ratchadaphisek Ram Inthra Road,60000,3.33,2.59,17.36,3.29,3.25,Huai Khwang,Huai Khwang,Central Bangkok,1991,2015,9,1,1,1,0,0,0,0,0
422,PG2 Rama IX,66129.00,Rama 9 Road,188333.3,3.17,3.55,16.33,3.93,3.08,Huai Khwang,Huai Khwang,Central Bangkok,217,2009,15,0,0,1,0,0,1,1,0
423,My Resort Bangkok Condominium,95372.67,Phetchaburi Road,243333.3333,2.59,1.34,18.7,2,3.07,Bang Kapi,Huai Khwang,Central Bangkok,382,2009,15,1,1,1,0,0,1,0,0
424,Supalai Premier Asoke,134186.67,Phetchaburi Road,243333.3333,2.44,1.22,18.77,1.98,2.95,Bang Kapi,Huai Khwang,Central Bangkok,645,2013,11,1,1,1,0,1,1,1,0
425,The Parkland Grand Asoke-Phetchaburi,100261.00,Phetchaburi Road,243333.3333,2.73,1.48,18.62,2.04,3.19,Bang Kapi,Huai Khwang,Central Bangkok,295,2012,12,1,1,1,0,1,1,0,0
426,Life @ Ratchada-Huai Khwang,94640.89,Ratchadaphisek Ram Inthra Road,60000,2.24,4.72,15.2,4.34,3.47,Huai Khwang,Huai Khwang,Central Bangkok,483,2009,15,1,1,1,0,1,1,0,0
427,One9Five Asoke-Rama 9,175679.82,Ratchadaphisek Ram Inthra Road,60000,3.04,2.16,17.8,2.86,3.12,Huai Khwang,Huai Khwang,Central Bangkok,1911,2022,2,1,1,1,0,0,0,0,0
428,Diamond Ratchada (Tower A),87178.29,Ratchadaphisek Road,390000,3.17,3.55,16.33,3.93,3.08,Huai Khwang,Huai Khwang,Central Bangkok,691,2012,12,0,1,1,0,1,1,1,0
429,Rhythm Ratchada-Huaikwang,117844.00,Ratchadaphisek Ram Inthra Road,60000,2.34,4.63,15.3,4.24,3.37,Huai Khwang,Huai Khwang,Central Bangkok,539,2011,13,1,1,1,0,1,1,0,0
430,XT Huaikhwang,165738.38,Ratchadaphisek Ram Inthra Road,60000,2.11,4.83,15.08,4.47,3.6,Huai Khwang,Huai Khwang,Central Bangkok,1404,2021,3,1,1,1,1,0,0,0,0
431,Life Ratchadapisek,106369.25,Ratchadaphisek Ram Inthra Road,60000,1.79,4.54,14.76,4.78,3.9,Huai Khwang,Huai Khwang,Central Bangkok,837,2013,11,1,1,1,0,1,1,0,0
432,The Capital Ekamai-Thonglor,150271.50,Thonglor Road (Sukhumvit 55),370000,4.75,3.17,18.62,2.47,0.68,Bang Kapi,Huai Khwang,Central Bangkok,281,2015,9,1,1,0,0,1,1,0,0
433,A Space Play,50266.00,Sangkhom Songkhro Road,70000,1.88,2.03,13.74,1.45,4.57,Samsen Nok,Huai Khwang,Central Bangkok,485,2008,16,0,1,1,0,1,1,1,0
434,Supalai City Resort Ratchada-Huaykwang,60717.50,Ratchadaphisek Ram Inthra Road,60000,4.83,4.16,15.9,4.69,2.62,Huai Khwang,Huai Khwang,Central Bangkok,875,2014,10,1,1,1,0,1,1,0,0
435,AQ Alix Residence Soonvijai,121213.00,Phetchaburi Road,243333.3,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,Central Bangkok,66,2018,6,1,1,0,0,0,1,0,0
436,Supalai Veranda Rama 9,92082.58,Thonglor Road (Sukhumvit 55),370000,4.56,3.32,17.44,3.3,0.88,Bang Kapi,Huai Khwang,Central Bangkok,1410,2019,5,0,1,1,0,0,0,0,0
437,U Delight Huay Kwang Station,73810.00,Ratchadaphisek Ram Inthra Road,60000,3.03,4.33,15.8,4.79,2.63,Huai Khwang,Huai Khwang,Central Bangkok,597,2011,13,1,1,1,0,0,1,0,0
438,Ivy Ampio,159886.50,Ratchadaphisek Ram Inthra Road,60000,3.45,2.85,17.06,3.62,3.22,Huai Khwang,Huai Khwang,Central Bangkok,289,2013,11,1,1,1,0,1,1,0,0
439,Family Park Condominium,37254.50,Sangkhom Songkhro Road,70000,1.6,2.53,13.25,1.81,4.82,Samsen Nok,Huai Khwang,Central Bangkok,725,2005,19,0,1,0,0,1,1,0,0
440,Rhythm Ratchada,96589.88,Lad Phrao Wang Hin Road,80000,0.17,3.35,13.02,1.5,4.06,Samsen Nok,Huai Khwang,Central Bangkok,881,2011,13,1,1,1,0,1,1,0,0
441,IDEO Ratchada-Huaikwang,93704.00,Ratchadaphisek Ram Inthra Road,60000,2.3,4.67,15.26,4.28,3.41,Huai Khwang,Huai Khwang,Central Bangkok,398,2011,13,1,1,1,0,1,1,1,0
442,Asher Ratchada,69053.50,Lat Phrao Road,233333.3333,1.83,1.69,14.21,2.05,4.12,Samsen Nok,Huai Khwang,Central Bangkok,117,2019,5,1,1,1,0,1,1,0,0
443,Noble Revolve Ratchada 2,150199.57,Ratchadaphisek Ram Inthra Road,60000,3.52,2.89,17.03,3.63,3.31,Huai Khwang,Huai Khwang,Central Bangkok,755,2018,6,1,1,1,0,0,0,0,0
444,Condolette Midst Rama 9,143549.80,Ratchadaphisek Ram Inthra Road,60000,2.83,2.01,17.91,2.82,2.92,Huai Khwang,Huai Khwang,Central Bangkok,433,2015,9,1,1,1,0,1,1,0,0
445,SOHO Bangkok Ratchada,147511.67,Ratchadaphisek Ram Inthra Road,60000,2.28,4.74,15.21,4.28,3.39,Huai Khwang,Huai Khwang,Central Bangkok,341,2023,1,0,1,1,0,0,1,0,0
446,Lumpini Park Rama 9 - Ratchada,85668.50,Ratchadaphisek Ram Inthra Road,60000,3.73,2.49,17.95,2.65,2.67,Bang Kapi,Huai Khwang,Central Bangkok,1540,2014,10,1,1,1,0,1,1,1,0
447,IDEO MOBI Rama 9,136617.42,Ratchadaphisek Ram Inthra Road,60000,2.78,2,17.91,2.84,2.86,Huai Khwang,Huai Khwang,Central Bangkok,703,2013,11,1,1,1,0,0,0,0,0
448,PG Rama 9,74083.50,Ratchadaphisek Ram Inthra Road,60000,3.07,2.12,17.88,2.76,3.2,Huai Khwang,Huai Khwang,Central Bangkok,400,2008,16,0,1,1,0,1,1,0,0
449,Artisan Ratchada,89544.00,Ratchadaphisek Ram Inthra Road,60000,3.44,4.24,16.09,4.55,2.26,Huai Khwang,Huai Khwang,Central Bangkok,1337,2020,4,0,1,1,0,0,0,0,0
450,Life Asoke,156128.35,Phetchaburi Road,243333.3333,2.45,1.43,18.5,2.28,2.81,Bang Kapi,Huai Khwang,Central Bangkok,1642,2018,6,1,1,1,0,1,1,0,0
451,Garden Asoke-Rama 9,63669.50,Ratchadaphisek Ram Inthra Road,60000,3.5,2.18,18.27,2.32,3.88,Bang Kapi,Huai Khwang,Central Bangkok,630,2010,14,0,1,1,0,1,1,0,0
452,The Next Ladprao,55357.00,Lat Phrao Road,233333.3,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,Central Bangkok,250,2007,17,0,0,0,0,0,1,0,0
453,The Niche Ladprao 48,45249.50,Sangkhom Songkhro Road,70000,1.55,2.76,13.03,1.97,4.61,Samsen Nok,Huai Khwang,Central Bangkok,261,2007,17,0,1,0,0,0,1,0,0
454,The Raffles,87857.00,Lat Phrao Road,233333.3,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,Central Bangkok,101,2012,12,1,1,0,0,1,1,0,0
455,Ratchada Prestige,32810.50,Sangkhom Songkhro Road,70000,1.55,2.66,13.13,1.92,4.69,Samsen Nok,Huai Khwang,Central Bangkok,583,1997,27,0,0,1,0,1,1,1,0
456,The Pulse Ladprao 44,51060.50,Lad Phrao Wang Hin Road,80000,0.87,3.29,12.7,2.15,3.99,Samsen Nok,Huai Khwang,Central Bangkok,202,2009,15,0,1,0,0,0,1,0,0
457,Happy Condo Ratchada 18,54458.64,Lat Phrao Road,233333.3333,2.11,1.42,14.43,4.86,3.89,Samsen Nok,Huai Khwang,Central Bangkok,500,2009,15,0,1,1,0,1,1,0,0
458,Cloud Thonglor-Phetchaburi,146315.89,Thonglor Road (Sukhumvit 55),370000,3.65,2.15,18.7,1.95,2.61,Bang Kapi,Huai Khwang,Central Bangkok,591,2022,2,0,1,1,0,0,0,0,0
459,IDEO Mobi Asoke,202177.50,Phetchaburi Road,243333.3333,2.52,1.31,18.7,2.03,2.99,Bang Kapi,Huai Khwang,Central Bangkok,508,2018,6,1,1,1,1,0,0,1,0
460,The Niche Pride Thonglor-Phetchaburi,119661.17,Thonglor Road (Sukhumvit 55),370000,4.35,2.78,18.79,2.2,3.31,Bang Kapi,Huai Khwang,Central Bangkok,667,2016,8,1,0,1,0,1,1,0,0
461,Supalai Park Ekkamai-Thonglor,77091.11,Thonglor Road (Sukhumvit 55),370000,2.39,3.38,18.38,2.61,0.89,Bang Kapi,Huai Khwang,Central Bangkok,660,2014,10,0,1,1,0,1,1,0,0
462,Thru Thonglor,96758.43,Thonglor Road (Sukhumvit 55),370000,4.58,3,18.78,2.36,0.56,Bang Kapi,Huai Khwang,Central Bangkok,515,2012,12,1,1,1,0,1,1,1,0
463,The Base Petchaburi-Thonglor,134325.50,Thonglor Road (Sukhumvit 55),370000,4.24,2.68,18.73,2.18,3.2,Bang Kapi,Huai Khwang,Central Bangkok,496,2022,2,0,1,1,0,0,0,0,0
464,Veranda Residence,104727.50,Phetchaburi Road,243333.3,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,Central Bangkok,77,2006,18,0,1,0,0,0,1,0,0
465,Chapter One ECO Ratchada-Huaikwang,103521.50,Ratchadaphisek Ram Inthra Road,60000,3.07,4.28,15.85,4.74,2.58,Huai Khwang,Huai Khwang,Central Bangkok,1844,2019,5,1,1,1,0,0,0,0,0
466,City Living Ratchada,57593.25,Ratchadaphisek Ram Inthra Road,60000,4.68,4.03,16,4.58,2.58,Huai Khwang,Huai Khwang,Central Bangkok,176,2005,19,0,1,0,0,0,1,0,0
467,Zenith Place @ Huay Kwang,72776.50,Ratchadaphisek Ram Inthra Road,60000,2.48,4.77,15.28,4.1,3.17,Huai Khwang,Huai Khwang,Central Bangkok,126,2008,16,0,1,1,0,1,1,0,0
468,Lumpini Ville Cultural Center,61916.00,Ratchadaphisek Ram Inthra Road,60000,3.22,4.5,15.82,4.82,2.51,Samsen Nok,Huai Khwang,Central Bangkok,1324,2006,18,0,1,1,0,0,0,1,0
469,Brighton Place,56166.50,Rama 9 Road,188333.3,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,Central Bangkok,325,1998,26,0,1,0,0,0,1,0,0
470,I-House Rama IX-Ekamai,55172.00,Rama 9 Road,188333.3,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,Central Bangkok,474,2005,19,0,1,0,0,0,1,0,0
471,Rise Rama 9,72873.50,Rama 9 Road,188333.3333,3.6,4.51,17.73,3.88,1.64,Bang Kapi,Huai Khwang,Central Bangkok,655,2018,6,1,1,1,1,1,1,0,0
472,IDEO Rama 9-Asoke,171149.60,Ratchadaphisek Ram Inthra Road,60000,2.87,1.96,18,2.69,3.02,Huai Khwang,Huai Khwang,Central Bangkok,1222,2022,2,1,1,1,1,0,0,0,0
473,Lumpini Place Rama 9-Ratchada,85192.67,Ratchadaphisek Ram Inthra Road,60000,3.46,2.54,17.51,3.1,3.49,Huai Khwang,Huai Khwang,Central Bangkok,2330,2009,15,1,1,1,0,0,0,1,0
474,Siamese Rama 9,109322.00,Thonglor Road (Sukhumvit 55),370000,4.56,3.26,17.62,3.16,0.69,Huai Khwang,Huai Khwang,Central Bangkok,1980,2022,2,0,1,1,1,0,1,0,0
475,Supalai Prime Rama 9,92647.00,Thonglor Road (Sukhumvit 55),370000,4.51,3.23,17.61,3.15,3.45,Bang Kapi,Huai Khwang,Central Bangkok,217,2020,4,0,1,1,0,1,1,0,0
476,TC Green Rama 9,87080.92,Ratchadaphisek Ram Inthra Road,60000,3.63,2.46,17.85,2.73,3.85,Huai Khwang,Huai Khwang,Central Bangkok,1908,2013,11,0,1,1,0,1,1,1,0
477,Niche Mono Rama 9,100270.00,Rama 9 Road,188333.3333,4.49,4.62,16.74,4.43,1.87,Bang Kapi,Huai Khwang,Central Bangkok,410,2023,1,0,1,1,0,0,0,0,0
478,Centric Ratchada-Huai Khwang,123627.20,Ratchadaphisek Ram Inthra Road,60000,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,Central Bangkok,674,2014,10,1,1,1,1,1,1,0,0
479,Life @ Ratchada-Suthisan,98362.50,Sangkhom Songkhro Road,70000,0.91,2.68,13.91,0.93,4.76,Samsen Nok,Huai Khwang,Central Bangkok,520,2009,15,0,1,1,0,0,1,0,0
480,I-House Laguna Garden,53507.33,Rama 9 Road,188333.3,3.29,2.4,18.41,2.39,2.2,Bang Kapi,Huai Khwang,Central Bangkok,900,2006,18,0,1,0,0,0,1,0,0
481,TC Tower Condo,35000.00,Lat Phrao Road,233333.3333,2.13,4.7,14.78,4.55,3.61,Huai Khwang,Huai Khwang,Central Bangkok,153,1996,28,0,0,0,0,0,1,1,0
482,The Excel Ratchada 18,111332.33,Lat Phrao Road,233333.3333,2.06,1.41,14.67,4.65,3.7,Huai Khwang,Huai Khwang,Central Bangkok,270,2020,4,0,1,1,1,1,1,0,0
483,Asher Prive Sutthisan,72428.00,Sangkhom Songkhro Road,70000,1.06,2.45,13.63,1.64,4.8,Samsen Nok,Huai Khwang,Central Bangkok,79,2020,4,0,1,1,0,1,1,0,0
484,Rhythm Asoke 2,169569.33,Ratchadaphisek Ram Inthra Road,60000,2.61,1.77,18.14,2.63,2.78,Bang Kapi,Huai Khwang,Central Bangkok,347,2017,7,1,1,1,0,0,0,0,0
485,Amaranta Residence Ratchada-Huai,103269.00,Pracharat Sai 1 Road,195000,3.17,3.55,16.33,3.93,3.08,Huai Khwang,Huai Khwang,Central Bangkok,159,2018,6,1,1,1,0,0,0,0,0
486,The Seed Ratchada-Huai Khwang,59895.50,Intharaphon Road,87500,2.64,4.93,15.26,4.05,3.09,Samsen Nok,Huai Khwang,Central Bangkok,308,2008,16,0,1,0,0,0,1,0,0
487,The Niche Ratchada-Huai Khwang,75610.00,Ratchadaphisek Ram Inthra Road,60000,2.27,4.6,15.29,4.41,4.25,Ratchadaphisek,Din Daeng,Central Bangkok,203,2010,14,0,1,0,0,0,1,0,0
488,Aspire Rama 9,96278.20,Ratchadaphisek Ram Inthra Road,60000,2.83,1.94,18,2.7,2.97,Huai Khwang,Huai Khwang,Central Bangkok,663,2013,11,1,1,1,0,1,1,0,0
489,The Privacy Ratchada-Sutthisan,71937.80,Lat Phrao Road,233333.3333,1.95,1.96,13.8,1.38,4.51,Samsen Nok,Huai Khwang,Central Bangkok,199,2014,10,1,1,1,0,0,1,0,0
490,Supalai Wellington,142757.38,Ratchadaphisek Ram Inthra Road,60000,4.61,3.78,16.4,4.19,2.07,Huai Khwang,Huai Khwang,Central Bangkok,1002,2014,10,1,1,1,1,1,1,0,0
491,Supalai Wellington 2,81215.33,Ratchadaphisek Ram Inthra Road,60000,4.83,3.92,16.39,4.23,1.98,Huai Khwang,Huai Khwang,Central Bangkok,1092,2017,7,0,1,1,1,0,0,0,0
492,Asher Sutthisan,72857.00,Sangkhom Songkhro Road,70000,1.4,2.53,13.31,2.25,4.77,Samsen Nok,Huai Khwang,Central Bangkok,78,2019,5,1,1,1,0,1,1,0,0
493,Chateau In Town Ratchada 20-2,73463.50,Ratchadaphisek Road,390000,1.6,2.72,13.76,2.43,4.22,Samsen Nok,Huai Khwang,Central Bangkok,73,2013,11,0,1,0,0,0,1,0,0
494,Centric Huai Khwang Station,123600.00,Ratchadaphisek Ram Inthra Road,60000,2.07,4.86,15.05,4.51,3.64,Huai Khwang,Huai Khwang,Central Bangkok,674,2016,8,0,1,1,1,1,1,0,0
495,U Delight @ Jatujak Station,77196.50,Kamphaeng Phet 6 Road,35000,1.92,2.48,13.77,1.46,4.53,Chom Phon,Chatuchak,North Bangkok,900,2010,14,0,1,1,1,1,1,0,0
496,The Elegant Ladprao 1,99667.00,Kamphaeng Phet 6 Road,35000,1.94,0.57,11.76,2.76,2.51,Chom Phon,Chatuchak,North Bangkok,147,2019,5,0,1,1,0,1,1,0,0
497,PHILO Ladprao 18,124000.00,Lad Phrao Wang Hin Road,80000,0.81,3.56,12.55,1.78,3.39,Chom Phon,Chatuchak,North Bangkok,53,2020,4,0,1,1,0,1,1,0,0
498,Atmoz Ladprao 15,74807.50,Lad Phrao Wang Hin Road,80000,1.77,1.05,11.53,2.83,2.33,Chom Phon,Chatuchak,North Bangkok,570,2021,3,0,1,1,0,0,1,0,0
499,Denim Jatujak,93892.00,Kamphaeng Phet 6 Road,35000,1.91,2.38,13.83,1.33,4.94,Chom Phon,Chatuchak,North Bangkok,1813,2019,5,0,1,1,0,1,1,0,0
500,Lumpini Park Vibhavadi-Chatuchak,100337.00,Kamphaeng Phet 6 Road,35000,1.76,2.36,13.8,1.2,4.56,Chom Phon,Chatuchak,North Bangkok,736,2019,5,1,1,1,0,0,0,0,0
501,Regent Home 12,54182.67,Lad Phrao Wang Hin Road,80000,1.4,3.48,12.34,2.7,3.87,Samsen Nok,Huai Khwang,Central Bangkok,491,2011,13,0,0,1,0,1,1,1,0
502,The Cube Nawamin-Ramintra,61852.00,Ram Inthra Road,135625,0.8,2.97,10.38,0.61,2.9,Ram Inthra,Khan Na Yao,Eastern Bangkok,338,2017,7,1,1,1,0,1,1,0,0
503,Origin Plug & Play Ramintra,91485.00,Ram Inthra Road,135625,0.3,3.18,11.69,1.86,3.09,Ram Inthra,Khan Na Yao,Eastern Bangkok,679,2023,1,0,1,1,0,1,1,0,0
504,CHAMBERS Ramintra,56414.00,Nuan Chan Road,75000,2.8,3.21,11.89,2.25,4.69,Khan Na Yao,Khan Na Yao,Eastern Bangkok,152,2014,10,1,1,1,1,0,1,0,0
505,Lumpini Ville Laksi-Ramintra,62759.50,Vibhavadi Rangsit Road,216666.6667,1.18,2.78,4.48,3.05,4.38,Anusawari,Bang Khen,North Bangkok,1269,2008,16,0,1,1,0,1,1,0,0
506,Blossom Condo @ Fashion Beyond,72323.67,Seri Thai Road,85000,1.4,4.11,13.02,3.02,4.87,Khan Na Yao,Khan Na Yao,Eastern Bangkok,450,2019,5,0,1,1,0,1,1,1,0
507,Chambers Cher Ratchada Ramintra,69679.33,Nuan Chan Road,75000,3.8,3.11,12.85,3.06,3.89,Ram Inthra,Khan Na Yao,Eastern Bangkok,252,2017,7,0,1,1,0,1,1,0,0
508,Niche ID Serithai-Wongwaen,54791.00,Seri Thai Road,85000,4.45,4.63,13.31,0.9,3.54,Khlong Kum,Bueng Kum,Eastern Bangkok,434,2019,5,0,1,1,0,1,1,0,0
509,The Niche ID Serithai,41714.00,Seri Thai Road,85000,3,3.66,12.46,2.64,4.78,Khan Na Yao,Khan Na Yao,Eastern Bangkok,455,2017,7,1,1,1,0,1,1,0,0
510,The Origin Ramintra 83 Station,93432.00,Ram Inthra Road,135625,0.3,3.53,10.67,0.69,1.68,Ram Inthra,Khan Na Yao,Eastern Bangkok,879,2021,3,0,1,1,1,0,1,0,0
511,The Cube Loft Ladprao 107,91064.00,Hua Mak Road,85000,4.19,2.8,15.58,2.53,0.41,Khlong Chan,Bang Kapi,Eastern Bangkok,207,2020,4,0,1,1,0,1,1,0,0
512,The Residences At Mandarin Oriental,612358.24,Charoen Nakhon Road,192500,2.71,3.56,23.91,3.54,1.65,Khlong Ton Sai,Khlong San,North Krungthon,146,2018,6,0,1,1,0,0,0,0,0
513,IDEO Mobi Sathorn,106007.00,Krung Thonburi Road,300000,2.5,4.17,24.09,4.2,1.61,Bang Lam Phu Lang,Khlong San,North Krungthon,529,2014,10,1,1,1,1,0,1,1,0
514,Saichol Mansion,106435.00,Charoen Nakhon Road,192500,2.64,1.27,24.28,4.51,1.28,Bang Lam Phu Lang,Khlong San,North Krungthon,114,1993,31,0,1,1,0,1,1,1,0
515,IDEO Sathorn-Taksin,100773.00,Krung Thonburi Road,300000,2.51,4.14,24.08,4.16,1.65,Bang Lam Phu Lang,Khlong San,North Krungthon,349,2010,14,1,1,1,0,0,1,0,0
516,Flexi Sathorn - Charoennakorn,99781.00,Krung Thonburi Road,300000,2.61,4.52,24.24,4.6,1.4,Bang Lam Phu Lang,Khlong San,North Krungthon,899,2021,3,0,1,1,0,1,1,0,0
517,HIVE Taksin,93649.00,Krung Thonburi Road,300000,2.85,4.02,24.25,3.8,2.26,Khlong Ton Sai,Khlong San,North Krungthon,365,2013,11,0,1,1,0,1,1,0,0
518,Baan Chao Praya,107717.25,Yaowarat Road,700000,3.85,2.92,22.52,3.51,4.16,Khlong San,Khlong San,North Krungthon,478,1995,29,0,1,1,1,0,0,0,0
519,IDEO Sathorn-Wongwian Yai,141837.50,Krung Thonburi Road,300000,2.78,4,24.2,3.82,2.17,Khlong Ton Sai,Khlong San,North Krungthon,508,2019,5,1,1,1,0,0,0,1,0
520,Bangkok Feliz At Krungthonburi Station,124473.00,Krung Thonburi Road,300000,2.45,4.1,24.02,4.15,1.59,Khlong Ton Sai,Khlong San,North Krungthon,79,2015,9,1,1,1,0,1,1,0,0
521,Magnolias Waterfront Residences,444563.17,Lat Ya Road,145000,3.98,3.52,23,3.59,4.48,Khlong Ton Sai,Khlong San,North Krungthon,379,2019,5,1,1,1,0,0,0,0,0
522,NYE by Sansiri,117586.27,Krung Thonburi Road,300000,2.73,4.01,24.18,3.85,2.1,Khlong Ton Sai,Khlong San,North Krungthon,636,2015,9,0,1,1,1,1,1,0,0
523,Urbano Absolute Sathon-Taksin,105582.43,Charoen Rat Road,140000,4.63,4.1,23.77,4.21,1.11,Khlong Ton Sai,Khlong San,North Krungthon,593,2012,12,1,1,1,0,1,1,0,0
524,The Room BTS Wongwianyai,139014.00,Krung Thonburi Road,300000,2.65,3.02,24.48,3.43,1.84,Bang Lam Phu Lang,Khlong San,North Krungthon,201,2014,10,0,1,1,1,0,1,0,0
525,Villa Sathorn,114804.33,Krung Thonburi Road,300000,2.3,4.05,23.9,4.48,1.42,Khlong Ton Sai,Khlong San,North Krungthon,636,2009,15,0,1,1,0,0,0,1,0
526,The Master Sathorn Executive,66279.00,Krung Thonburi Road,300000,2.56,4.01,24.07,3.95,1.86,Khlong Ton Sai,Khlong San,North Krungthon,199,2007,17,0,1,1,0,1,1,0,0
527,Baan Sathorn Chao Phraya,95777.75,Krung Thonburi Road,300000,4.6,4.37,23.88,4.16,0.96,Khlong Ton Sai,Khlong San,North Krungthon,446,2005,19,0,1,0,0,1,1,0,0
528,The Fine at River,115702.14,Charoen Nakhon Road,192500,2.65,3.02,24.48,3.43,1.84,Bang Lam Phu Lang,Khlong San,North Krungthon,187,2007,17,0,1,0,0,0,1,0,0
529,The Light House Sathorn–Chareonnakorn,97076.50,Charoen Rat Road,140000,4.46,4.1,23.65,4.04,0.93,Khlong Ton Sai,Khlong San,North Krungthon,297,2008,16,0,1,0,0,1,1,0,0
530,Tridhos City Marina,106383.00,Charoen Nakhon Road,192500,2.99,2.67,25.46,2.97,2.69,Bang Lam Phu Lang,Khlong San,North Krungthon,437,2009,15,0,1,1,0,1,1,0,0
531,Chapter Charoennakhon–Riverside,197696.64,Charoen Nakhon Road,192500,3.02,1.66,24.66,1.97,1.65,Bang Lam Phu Lang,Khlong San,North Krungthon,669,2022,2,0,1,1,0,1,1,0,0
532,Fuse Sathorn-Taksin,109520.43,Krung Thonburi Road,300000,2.91,4.17,24.36,3.96,2.22,Bang Lam Phu Lang,Khlong San,North Krungthon,377,2011,13,0,1,1,0,1,1,0,0
533,The Rich Sathorn-Taksin,86111.00,Krung Thonburi Road,300000,2.76,4.3,24.61,3.94,2.61,Bang Lam Phu Lang,Khlong San,North Krungthon,511,2017,7,1,1,1,0,0,1,0,0
534,The Bangkok Sathorn-Taksin,177313.40,Krung Thonburi Road,300000,2.48,4.21,24.08,4.28,1.53,Khlong Ton Sai,Khlong San,North Krungthon,214,2007,17,0,1,0,0,1,1,0,0
535,Hive Sathorn,151175.00,Krung Thonburi Road,300000,2.38,4,23.94,4.05,1.6,Khlong Ton Sai,Khlong San,North Krungthon,363,2009,15,0,1,1,0,1,1,0,0
536,Supalai Premier Charoen Nakhon,137325.50,Lat Ya Road,145000,4.17,3.11,22.88,3.82,4.52,Khlong San,Khlong San,North Krungthon,578,2021,3,0,1,1,0,0,1,0,0
537,Supalai Loft Prajadhipok-Wongwian Yai,96221.86,Charoen Rat Road,140000,2.64,3.28,23.67,2.97,3.05,Somdet Chao Phraya,Khlong San,North Krungthon,363,2021,3,0,1,1,0,1,1,0,0
538,Bangkok Feliz Sathorn-Taksin,103562.50,Charoen Rat Road,140000,4.81,4,23.82,4.4,1.36,Khlong Ton Sai,Khlong San,North Krungthon,200,2014,10,0,1,1,0,1,1,0,0
